station_code,station_name,hop_number,cascaded_delay,path,num_trains_affected
MDH,MANDHAR,4,24.6,HWH → BSBP → MDKU → INK → MDH,13
NKD,NEKONDA,4,24.6,HWH → BSBP → MDKU → INK → NKD,10
NLS,NELLORE SOUTH,4,24.6,HWH → BSBP → MDKU → NDO → NLS,14
CUE,CHOUPALE,4,24.6,HWH → BSBP → CEL → KBH → CUE,9
KHTG,KHATGAON,4,24.6,HWH → BSBP → CEL → KBH → KHTG,9
DWD,DHEKVAD,4,24.6,HWH → BSBP → CEL → KBH → DWD,6
RYP,RAYANAPAD,4,24.6,HWH → BSBP → CEL → IPPM → RYP,9
TTU,TETTU,4,24.6,HWH → BSBP → CEL → IPPM → TTU,15
KQA,KONDAGUNTA,4,24.6,HWH → BSBP → CEL → IPPM → KQA,8
IPPN,IPURUPALEM HALT,4,24.6,HWH → BSBP → CEL → IPPM → IPPN,14
SPF,STUARTPURAM,4,24.6,HWH → BSBP → CEL → IPPM → SPF,10
DD,DAUND JN,4,24.6,HWH → BSBP → CEL → HVM → DD,15
BRST,BIR PURUSHOTTAMPUR,4,24.6,HWH → BSBP → CEL → GALA → BRST,7
KTCR,KOTHACHERUVU,4,24.6,HWH → BSBP → KIG → SSPN → KTCR,6
NRYP,NARAYANAPURAM,4,24.6,HWH → BSBP → KIG → SSPN → NRYP,8
KJMG,KANJUR MARG,4,24.6,HWH → BSBP → KIG → CSTM → KJMG,11
NHU,NAHUR,4,24.6,HWH → BSBP → KIG → CSTM → NHU,10
HPR,HIRAPUR,4,24.6,HWH → BSBP → KIG → CSTM → HPR,11
CCH,CHINCHVAD,4,24.6,HWH → BSBP → KIG → CSTM → CCH,8
HMRR,HAMARAPUR,4,24.6,HWH → BSBP → KIG → CSTM → HMRR,12
MSD,BOMBAY MASJID,4,24.6,HWH → BSBP → KIG → CSTM → MSD,8
MDR,MADHIRA,4,24.6,HWH → BSBP → MDKU → TNGM → MDR,7
GNN,GANGINENI,4,24.6,HWH → BSBP → MDKU → KVDU → GNN,14
KHT,SRI KALAHASTI,4,24.6,HWH → BSBP → MDKU → CJM → KHT,6
OEA,ODELA,4,24.6,HWH → BSBP → MDKU → KZJT → OEA,8
KZJE,KAZIPET E CABIN,4,24.6,HWH → BSBP → MDKU → KZJT → KZJE,6
NSKL,NASKHAL,4,24.6,HWH → BSBP → MDKU → KZJT → NSKL,4
HSP,HASANPARTHI RD,4,24.6,HWH → BSBP → MDKU → KZJT → HSP,13
WL,WARANGAL,4,24.6,HWH → BSBP → MDKU → INK → WL,16
DKN,DEVANGONTHI,4,24.6,HWH → KGY → CAP → WFD → DKN,6
KJM,KRISHNARAJAPURAM,4,24.6,HWH → KGY → CAP → WFD → KJM,16
PUN,PUNDI,4,24.6,HWH → KGY → CAP → CAPC → PUN,16
MQG,MILANGARH,4,24.6,HWH → KGY → CAP → CAPC → MQG,8
AKAT,AKKAMPET,4,24.6,HWH → BSBP → BOP → JER → AKAT,13
SHE,SEORAPHULI,4,24.6,HWH → BSBP → BOP → BBAE → SHE,6
BHR,BHADRESHWAR,4,24.6,HWH → BSBP → BOP → BBAE → BHR,5
NJB,NIJBARI,4,24.6,HWH → BSBP → NALR → MBC → NJB,11
NGF,NAGARNABI,4,24.6,HWH → BSBP → NALR → MBC → NGF,13
EKI,EKLAKHI,4,24.6,HWH → BSBP → NALR → MBC → EKI,8
KMRJ,KUMARGANJ,4,24.6,HWH → BSBP → NALR → MBC → KMRJ,12
MFZ,MALAHAR,4,24.6,HWH → BSBP → NALR → AMP → MFZ,9
KPLE,KOPAI,4,24.6,HWH → BSBP → NALR → AMP → KPLE,7
BSLE,BATASPUR,4,24.6,HWH → BSBP → NALR → AMP → BSLE,5
MLPM,MELPAKKAM,4,24.6,HWH → BSBP → KIG → SSPN → MLPM,19
ZPL,ZANGALAPALLE,4,24.6,HWH → BSBP → KIG → SSPN → ZPL,16
BOK,BORKHEDI,4,24.6,HWH → KGY → AJNI → SNI → BOK,19
GDKP,GHUNDANKHAPA,4,24.6,HWH → KGY → AJNI → KRI → GDKP,10
SEG,SHEGAON,4,24.6,HWH → KGY → AJNI → KRI → SEG,8
SAHL,SAHELI,4,24.6,HWH → KGY → AJNI → KRI → SAHL,13
GMG,GUMGAON,4,24.6,HWH → KGY → AJNI → KRI → GMG,11
ASAF,ASIFABAD ROAD,4,24.6,HWH → KGY → AJNI → NGP → ASAF,13
MUP,MURHIPAR,4,24.6,HWH → KGY → AJNI → NGP → MUP,10
KAV,KALAMNA,4,24.6,HWH → KGY → AJNI → NGP → KAV,13
GRMT,GUR MARKET,4,24.6,HWH → KGY → AJNI → NGP → GRMT,6
GNQ,GODHANI,4,24.6,HWH → KGY → AJNI → NGP → GNQ,13
MLV,MALLARPUR,4,24.6,HWH → KGY → ANCR → TPF → MLV,10
RPH,RAMPUR HAT,4,24.6,HWH → KGY → ANCR → TPF → RPH,8
ODM,ONDAGRAM,4,24.6,HWH → KGY → ANCR → BQA → ODM,6
BXL,BHEDUASOL,4,24.6,HWH → KGY → ANCR → BQA → BXL,4
JPH,JHANTIPAHARI,4,24.6,HWH → KGY → ANCR → CJN → JPH,4
AB,AMBUR,4,24.6,HWH → KGY → CAP → WFD → AB,9
VSP,WASANAPURA,4,24.6,HWH → KGY → ANV → GNVR → VSP,20
MKC,MAKSI,4,24.6,HWH → KGY → ANV → YP → MKC,11
CHJ,CHATA,4,24.6,HWH → KGY → ANV → YP → CHJ,14
TIG,TITLAGARH,4,24.6,HWH → KGY → ANV → DWP → TIG,10
MRTY,MURTI,4,24.6,HWH → KGY → ANV → RVD → MRTY,6
DGDG,DURGADA GATE,4,24.6,HWH → KGY → ANV → RVD → DGDG,18
BHS,VIDISHA,4,24.6,HWH → KGY → AJNI → CCD → BHS,13
MJY,MARAMJHIRI,4,24.6,HWH → KGY → AJNI → CCD → MJY,11
HTN,HATNA PUR,4,24.6,HWH → KGY → AJNI → CCD → HTN,8
MAGH,MANIKGARH,4,24.6,HWH → KGY → AJNI → SNI → MAGH,17
BCH,BERCHHA,4,24.6,HWH → KGY → AJNI → SNI → BCH,8
BIH,BAIRAGARH,4,24.6,HWH → KGY → AJNI → SNI → BIH,8
NRKR,NARKHER,4,24.6,HWH → KGY → AJNI → SNI → NRKR,21
JTJ,JOLARPETTAI,4,24.6,HWH → KGY → AJNI → SNI → JTJ,17
BTBR,BUTI BORI,4,24.6,HWH → KGY → AJNI → SNI → BTBR,18
WIRR,WIRUR,4,24.6,HWH → KGY → AJNI → SNI → WIRR,17
GHE,GHEVRA,4,24.6,HWH → KGY → ROB → PKE → GHE,8
KDTR,KIRODIMALNAGAR,4,24.6,HWH → KGY → ROB → BEF → KDTR,4
JDI,JHARRADIH,4,24.6,HWH → KGY → ROB → KHS → JDI,7
VUL,Virul,4,24.6,HWH → KGY → KAOT → PLO → VUL,4
USD,UKAI SONGADH,4,24.6,HWH → KGY → KAOT → BSL → USD,8
BDWD,BODWAD,4,24.6,HWH → KGY → KAOT → BSL → BDWD,9
JRU,CHIKJAJUR JN,4,24.6,HWH → KGY → KAOT → BSL → JRU,14
BSBN,BHUSAWAL B CABIN,4,24.6,HWH → KGY → KAOT → BSL → BSBN,15
MAUR,MAUR,4,24.6,HWH → KGY → KAOT → BSL → MAUR,9
ACG,ACHEGAON,4,24.6,HWH → KGY → KAOT → BSL → ACG,7
BDI,BHADLI,4,24.6,HWH → KGY → KAOT → BSL → BDI,14
DSK,DUSKHEDA,4,24.6,HWH → KGY → KAOT → BSL → DSK,14
PY,PERUNDURAI,4,24.6,HWH → KGY → ANV → GNVR → PY,9
KLBA,KALAMBHA,4,24.6,HWH → KGY → ANV → GNVR → KLBA,9
BUPH,BABUPETH,4,24.6,HWH → KGY → ANV → GNVR → BUPH,17
WP,WANGAPALLI,4,24.6,HWH → KGY → ANV → GNVR → WP,8
KISN,KALISEN,4,24.6,HWH → KGY → NMP → CSY → KISN,4
MANA,MANA,4,24.6,HWH → KGY → NMP → SUA → MANA,7
G,GONDIA JN,4,24.6,HWH → KGY → SKS → DNL → G,9
AGN,AMGAON,4,24.6,HWH → KGY → SKS → DNL → AGN,11
CCT,KAKINADA TOWN,4,24.6,HWH → KGY → PVD → SLO → CCT,7
MRPL,MARAMPALLI,4,24.6,HWH → KGY → PVD → SLO → MRPL,9
GDPT,GUDAPARTI,4,24.6,HWH → KGY → PVD → SLO → GDPT,8
PYA,PEDAPARIYA,4,24.6,HWH → KGY → PVD → TVT → PYA,21
ICG,ICHCHANGADU,4,24.6,HWH → KGY → PVD → TVT → ICG,7
MSU,MOSUR,4,24.6,HWH → KGY → PVD → TVT → MSU,5
VOC,V.O.C. NAGAR,4,24.6,HWH → KGY → PVD → TVT → VOC,11
WCN,WIMCO NAGAR,4,24.6,HWH → KGY → PVD → TVT → WCN,7
VNJ,TIRUPPUR VANJIPALAYAM,4,24.6,HWH → KGY → PVD → CLVR → VNJ,11
BTTR,BITRAGUNTA,4,24.6,HWH → KGY → PVD → CLVR → BTTR,12
SKT,SAKTI,4,24.6,HWH → KGY → ROB → KRL → SKT,14
RIG,RAIGARH,4,24.6,HWH → KGY → ROB → KRL → RIG,6
LPG,LAPANGA,4,24.6,HWH → SLRA → JSGR → BXQ → LPG,6
XX-JSGB,XX-JSGB,4,24.6,HWH → SLRA → JSGR → JSRY → XX-JSGB,4
TLTM,TALCHER THERMAL,4,24.6,HWH → SLRA → NRG → TTPT → TLTM,14
TLHD,TALCHER ROAD,4,24.6,HWH → SLRA → NRG → TTPT → TLHD,6
BDPK,BURHAPANKA,4,24.6,HWH → SLRA → NRG → TTPT → BDPK,7
TLHR,TALCHER,4,24.6,HWH → SLRA → NRG → TTPT → TLHR,4
CBT,CHARBATIA,4,24.6,HWH → SLRA → NRG → SQQ → CBT,5
SER,SAMAYANALLUR,4,24.6,HWH → KGY → BMD → CVV → SER,8
KOLR,KOLNUR,4,24.6,HWH → KGY → BMD → CVV → KOLR,11
SDM,SURAREDDIPALEM,4,24.6,HWH → KGY → BMD → CVV → SDM,20
OMLF,OLD MALDA,4,24.6,HWH → KGY → VKD → KOJ → OMLF,7
SUF,SESAPANI,4,24.6,HWH → KGY → VKD → KOJ → SUF,8
BPRD,BARPETA ROAD,4,24.6,HWH → KGY → VKD → PBL → BPRD,12
PNE,PRANTIK,4,24.6,HWH → KGY → VKD → BLDA → PNE,7
KLA,KULWA,4,24.6,HWH → KGY → VKD → BLDA → KLA,7
KXN,KANSHBAHAL,4,24.6,HWH → KGY → NMP → BEH → KXN,9
GRBL,GARUDUBILLI,4,24.6,HWH → SLRA → SNRL → MNGD → GRBL,7
BMCK,BISSAMCUTTACK,4,24.6,HWH → SLRA → SNRL → MNGD → BMCK,9
DKLU,DOIKALLU,4,24.6,HWH → SLRA → SNRL → MNGD → DKLU,6
KRPC,KHARIA-PIPRA HALT,4,24.6,HWH → SLRA → SNRL → KRPB → KRPC,4
KMX,KOMATIPALLI,4,24.6,HWH → SLRA → SNRL → MQJ → KMX,7
GPT,GOPALAPATNAM,4,24.6,HWH → SLRA → SNRL → MQJ → GPT,12
HATB,HATIBARI,4,24.6,HWH → SLRA → SBPD → JUJA → HATB,6
BAMR,BAMUR,4,24.6,HWH → SLRA → SBPD → RAIR → BAMR,4
BBRM,BABA BHAGWAN RAM HALT,4,24.6,HWH → SLRA → SBPD → SBP → BBRM,12
HKG,HIRAKUD,4,24.6,HWH → SLRA → SBPD → SBP → HKG,6
KPJG,KEREJANGA,4,24.6,HWH → SLRA → SBPD → ANGL → KPJG,10
BNGO,BINGAON,4,24.6,HWH → SLRA → JSGR → JSG → BNGO,7
IB,IB,4,24.6,HWH → SLRA → JSGR → JSG → IB,7
IBH4,IBH4,4,24.6,HWH → SLRA → JSGR → LATI → IBH4,4
XX-CPHO,XX-CPHO,4,24.6,HWH → SLRA → JSGR → LATI → XX-CPHO,4
GBQ,GODBHAGA,4,24.6,HWH → SLRA → JSGR → BXQ → GBQ,6
CAT,CHATTAR HAT,4,24.6,HWH → DNHL → JPQ → NBAE → CAT,13
MPI,MELPATTI,4,24.6,HWH → DNHL → BMAE → KPD → MPI,9
VRPD,VIRAPANDY ROAD,4,24.6,HWH → DNHL → BMAE → KPD → VRPD,10
VT,VELLORE TOWN,4,24.6,HWH → DNHL → BMAE → KPD → VT,4
SBC,BANGALORE CITY JN,4,24.6,HWH → DNHL → BMAE → KPD → SBC,25
MAR,MULANUR,4,24.6,HWH → DNHL → BMAE → KPD → MAR,16
BUM,BOMMASAMUDRAM,4,24.6,HWH → DNHL → BMAE → KPD → BUM,9
SVUR,SEVUR,4,24.6,HWH → DNHL → BMAE → KPD → SVUR,11
LTI,LATTERI,4,24.6,HWH → DNHL → BMAE → KPD → LTI,23
AFK,ANGAMALI,4,24.6,HWH → DNHL → BMAE → ERN → AFK,12
TLY,THALASSERY,4,24.6,HWH → DNHL → BMAE → ERN → TLY,6
WKI,WADAKANCHERI,4,24.6,HWH → DNHL → BMAE → ERN → WKI,10
PNQ,PUNKUNNAM,4,24.6,HWH → DNHL → BMAE → ERN → PNQ,19
TRTR,TRIUPUNITTURA,4,24.6,HWH → DNHL → BMAE → ERN → TRTR,10
IPL,EDAPPALLY,4,24.6,HWH → DNHL → BMAE → ERN → IPL,12
BPAE,BEGUMPUR,4,24.6,HWH → DNHL → BMAE → MSAE → BPAE,12
VADR,WARUD,4,24.6,HWH → DNHL → JAT → GCAB → VADR,18
BSPC,BSPC,4,24.6,HWH → DNHL → JAT → GCAB → BSPC,6
CCAB,BMY C CABIN,4,24.6,HWH → DNHL → JAT → GCAB → CCAB,4
MKA,MOKAMEH JN,4,24.6,HWH → DNHL → JAT → BJU → MKA,16
RJO,RAJENDRA PUL,4,24.6,HWH → DNHL → JAT → BJU → RJO,15
TIL,TILRATH,4,24.6,HWH → DNHL → JAT → BJU → TIL,10
BUJ,BARAUNI FLAG,4,24.6,HWH → DNHL → JAT → BJU → BUJ,17
TGA,TEGHRA,4,24.6,HWH → DNHL → JAT → BJU → TGA,11
GHX,GARHARA,4,24.6,HWH → DNHL → JAT → BJU → GHX,13
BAGD,BAGWADA,4,24.6,HWH → DNHL → JAT → OSHI → BAGD,16
SGRR,SANGAR,4,24.6,HWH → DNHL → JAT → BLA → SGRR,6
JIND,JIND JN,4,24.6,HWH → DNHL → JAT → BBMN → JIND,12
HRNR,HIRA NAGAR,4,24.6,HWH → DNHL → JAT → BBMN → HRNR,8
CHKB,CHAKKI BANK,4,24.6,HWH → DNHL → JAT → BBMN → CHKB,10
VJPJ,VIJAYPUR JAMMU,4,24.6,HWH → DNHL → JAT → BBMN → VJPJ,9
JNU,JAUNPUR JN,4,24.6,HWH → DNHL → JPQ → NBAE → JNU,16
BIZ,BAIHATA,4,24.6,HWH → DNHL → AGT → CGS → BIZ,12
THED,TAUHEED,4,24.6,HWH → DNHL → CHC → HWR → THED,13
KNE,KISHANGANJ,4,24.6,HWH → DNHL → CHC → HWR → KNE,14
SGUJ,SILIGURI JN,4,24.6,HWH → DNHL → CHC → HWR → SGUJ,8
KKA,KANKI,4,24.6,HWH → DNHL → CHC → HWR → KKA,8
SIU,Singur,4,24.6,HWH → DNHL → CHC → KQU → SIU,4
NKL,Nalikul,4,24.6,HWH → DNHL → CHC → KQU → NKL,4
KWD,KARWANDIA,4,24.6,HWH → DNHL → CHC → KQU → KWD,5
RQJ,RANINAGAR JALPAIGIRI,4,24.6,HWH → DNHL → CHC → PRAE → RQJ,8
ASR,AMRITSAR JN,4,24.6,HWH → DNHL → CHC → PRAE → ASR,21
KIU,KINANA,4,24.6,HWH → DNHL → JAT → BZO → KIU,10
UCA,UCHANA,4,24.6,HWH → DNHL → JAT → BZO → UCA,8
BNGL,BHANGALA,4,24.6,HWH → DNHL → JAT → GHGL → BNGL,10
SMBX,SAMBA,4,24.6,HWH → DNHL → JAT → GHGL → SMBX,7
MGRD,MAGARDOH,4,24.6,HWH → DNHL → JAT → GCAB → MGRD,10
MIB,NAGPUR MOTI BAGH,4,24.6,HWH → DNHL → JAT → GCAB → MIB,8
PAJ,PARAJ,4,24.6,HWH → DNHL → KAN → GLI → PAJ,7
IKC,IKARCHALA,4,24.6,HWH → DNHL → BNGN → GMZ → IKC,12
BOE,BARSOI JN,4,24.6,HWH → DNHL → BNGN → DMZ → BOE,20
MGS,MUGHAL SARAI JN,4,24.6,HWH → DNHL → BNGN → DMZ → MGS,31
TMH,TIN MILE HAT,4,24.6,HWH → DNHL → BNGN → DMZ → TMH,8
GUZ,GUMANI HAT,4,24.6,HWH → DNHL → BNGN → GDX → GUZ,8
DML,DHARAMTUL,4,24.6,HWH → DNHL → BNGN → FLK → DML,7
DQG,DHUPGURI,4,24.6,HWH → DNHL → BNGN → FLK → DQG,10
SXX,SALBARI,4,24.6,HWH → DNHL → BNGN → FLK → SXX,10
GB,GAURI BAZAR,4,24.6,HWH → DNHL → NLV → BJF → GB,12
MFA,MAKURIA,4,24.6,HWH → DNHL → AGT → DLDE → MFA,12
DMV,DIMAPUR,4,24.6,HWH → DNHL → AGT → DLDE → DMV,10
TTB,TITABAR,4,24.6,HWH → DNHL → AGT → DLDE → TTB,13
TETA,TELTA,4,24.6,HWH → DNHL → AGT → AHL → TETA,11
SUD,SUDHANI,4,24.6,HWH → DNHL → AGT → AHL → SUD,19
BXR,BUXAR,4,24.6,HWH → DNHL → AGT → CGS → BXR,15
GGR,GANGRAR,4,24.6,HWH → DNHL → CDAE → CNA → GGR,4
BSSL,Basi Beriasal,4,24.6,HWH → DNHL → CDAE → CNA → BSSL,4
COR,CHITTAURGARH,4,24.6,HWH → DNHL → CDAE → CNA → COR,8
KAO,KALUBATHAN,4,24.6,HWH → DNHL → CDAE → TNW → KAO,4
CBH,CHAUBE,4,24.6,HWH → DNHL → KAN → MMU → CBH,12
KMME,KUMARDUBI,4,24.6,HWH → DNHL → KAN → MMU → KMME,7
SKGH,SAKTESGARH,4,24.6,HWH → DNHL → KAN → CAR → SKGH,7
DAP,DAGMAGPUR,4,24.6,HWH → DNHL → KAN → CAR → DAP,10
CTR,CHATRA,4,24.6,HWH → DNHL → KAN → SDLE → CTR,6
NHT,NALHATI JN,4,24.6,HWH → DNHL → KAN → SDLE → NHT,10
DCOP,DURGAPUR COKE OVEN PLANT EXCHANGE YARD SDG WARIA,4,24.6,HWH → DNHL → KAN → INCI → DCOP,12
BPS,BANPAS,4,24.6,HWH → DNHL → KAN → JTL → BPS,7
PNBE,PATNA JN,4,24.6,HWH → DNHL → KAN → PWS → PNBE,20
DNR,DANAPUR,4,24.6,HWH → DNHL → KAN → PWS → DNR,10
KTQ,KUDRA,4,24.6,HWH → DNHL → KAN → KVD → KTQ,4
BYXA,BETGARA,4,24.6,HWH → DNHL → KAN → TIT → BYXA,10
MOR,MOR,4,24.6,HWH → ADST → BDC → HGY → MOR,15
CNS,CHUCHURA,4,24.6,HWH → ADST → BDC → HGY → CNS,5
NFKB,NEW FARAKKA-B-CABIN,4,24.6,HWH → ADST → BDC → KOAA → NFKB,15
SMH,SIMRAHA,4,24.6,HWH → ADST → BDC → KOAA → SMH,11
SMI,SITAMARHI JN,4,24.6,HWH → ADST → BDC → KOAA → SMI,8
KSBI,KASHIABARI,4,24.6,HWH → ADST → BDC → KOAA → KSBI,3
RYM,RAMIDI HALT,4,24.6,HWH → ADST → BDC → KOAA → RYM,14
BNLY,BHANUPLI,4,24.6,HWH → ADST → BDC → KOAA → BNLY,3
ASN,ASANSOL JN,4,24.6,HWH → ADST → BDC → KOAA → ASN,14
BTRO,BASTOI HALT,4,24.6,HWH → ADST → BDC → KOAA → BTRO,6
DGR,DURGAPUR,4,24.6,HWH → ADST → BDC → KOAA → DGR,11
CP,KOLKATA,4,24.6,HWH → ADST → BDC → KOAA → CP,2
ARW,AHRAURA ROAD,4,24.6,HWH → ADST → MUG → TLO → ARW,11
BGO,BOGRI ROAD,4,24.6,HWH → DNHL → CDAE → DNT → BGO,8
KUHI,Kuhi,4,24.6,HWH → DNHL → CDAE → ITR → KUHI,4
KRDH,Koradih,4,24.6,HWH → DNHL → CDAE → ITR → KRDH,4
LH,LAHING,4,24.6,HWH → CKW → DKM → MUGN → LH,12
PKR,PAKUR,4,24.6,HWH → CKW → DKM → MUGN → PKR,11
MZA,MEZENGA S,4,24.6,HWH → CKW → DKM → MUGN → MZA,15
LXA,LAKSWA,4,24.6,HWH → CKW → DKM → MUGN → LXA,11
MEG,MELENG,4,24.6,HWH → CKW → TSKG → SPGN → MEG,6
DMGN,DHAMALGAON,4,24.6,HWH → CKW → LHL → DBRG → DMGN,7
NTSK,NEW TINSUKIA JN,4,24.6,HWH → CKW → LHL → CHB → NTSK,8
BHGN,BHILGAON,4,24.6,HWH → CKW → LHL → CHB → BHGN,7
SLGR,SIMALUGURI JN,4,24.6,HWH → CKW → LHL → CHB → SLGR,11
BXJ,BOKAJAN,4,24.6,HWH → CKW → LHL → CHB → BXJ,12
BTZ,BALIMARA,4,24.6,HWH → CKW → LHL → CHB → BTZ,8
KQY,KHARIKATIA,4,24.6,HWH → CKW → LHL → CFG → KQY,14
JMI,JAMGURI,4,24.6,HWH → CKW → LHL → CFG → JMI,8
DBP,DEBIPUR,4,24.6,HWH → ADST → SLG → BCGM → DBP,5
BOI,BAINCHI,4,24.6,HWH → ADST → SLG → BCGM → BOI,6
MMKB,MEMRAKHABAD,4,24.6,HWH → ADST → BDC → KNHP → MMKB,8
SSIA,SUISA,4,24.6,HWH → MURI → ILO → TRAN → SSIA,5
RCGT,RICHUGHUTU,4,24.6,HWH → MURI → BLNG → CTQ → RCGT,4
TORI,TORI,4,24.6,HWH → MURI → BLNG → CTQ → TORI,7
AGY,AGORI KHAS,4,24.6,HWH → MURI → BLNG → WDM → AGY,7
MXY,MAHUARIYA,4,24.6,HWH → MURI → BLNG → WDM → MXY,5
NUQ,NAGAR UNTARI,4,24.6,HWH → MURI → BLNG → WDM → NUQ,8
HRBR,HARUBERA,4,24.6,HWH → MURI → BLNG → SND → HRBR,6
AOR,ARGORA,4,24.6,HWH → MURI → SLF → RNC → AOR,8
NKM,NAMKON,4,24.6,HWH → MURI → SLF → RNC → NKM,5
GATD,Gautamdhara,4,24.6,HWH → MURI → SLF → KITA → GATD,4
JONA,Jonha,4,24.6,HWH → MURI → SLF → KITA → JONA,4
DMK,Dilmili,4,24.6,HWH → JDB → TPQ → BDXX → DMK,2
AGB,AMBAGAON,4,24.6,HWH → JDB → NKX → AGZ → AGB,4
KYO,KHANDIKAR,4,24.6,HWH → CKW → DKM → RNY → KYO,4
DLK,DALKOLHA,4,24.6,HWH → CKW → DKM → RNY → DLK,20
KDKN,KENDUKANA,4,24.6,HWH → CKW → DKM → RNY → KDKN,12
DDAP,DAUND PATAS ROAD,4,24.6,HWH → KWKC → BLRG → HTE → DDAP,9
SSNS,SHAHEED S N SINGH HALT,4,24.6,HWH → MGPI → SPRN → BLRI → SSNS,6
BSRA,BASARHIA HALT,4,24.6,HWH → MGPI → SPRN → BLRI → BSRA,10
UJP,UJIARPUR,4,24.6,HWH → MGPI → SPRN → BLRI → UJP,9
GBX,GOVINDPUR ROAD,4,24.6,HWH → KWKC → BLRG → HTE → GBX,10
PKF,POKLA,4,24.6,HWH → KWKC → BLRG → HTE → PKF,10
KRRA,KARRA,4,24.6,HWH → KWKC → BLRG → LOM → KRRA,8
TIS,TATISILWAI,4,24.6,HWH → KWKC → JON → GAG → TIS,4
HHG,HEHEGARA HALT (E),4,24.6,HWH → KWKC → JON → KOLE → HHG,6
BKAC,BARKAKANA AVOIDING CABIN,4,24.6,HWH → KWKC → JON → KOLE → BKAC,6
BRMP,Biramitrapur,4,24.6,HWH → MURI → ROU → KRMD → BRMP,2
CLWS,CLWS,4,24.6,HWH → MURI → ROU → ACAB → CLWS,6
ADRE,ADRA EAST CABIN,4,24.6,HWH → MURI → ROU → ACAB → ADRE,6
PBB,PARBATONIA,4,24.6,HWH → MURI → ROU → ORGA → PBB,6
BANO,BANO,4,24.6,HWH → MURI → ROU → NXN → BANO,11
SNSL,SONSHELU,4,24.6,HWH → GTS → GUD → VKH → SNSL,10
KUR,KHURDA ROAD JN,4,24.6,HWH → TPKR → ARD → KPXR → KUR,21
PSA,PALASA,4,24.6,HWH → TPKR → ARD → KPXR → PSA,17
MEH,MELALATHUR,4,24.6,HWH → TPKR → ARD → KPXR → MEH,12
SRJM,SIRJAM,4,24.6,HWH → TPKR → ARD → RGT → SRJM,7
LXD,LAKSHANNATH ROAD,4,24.6,HWH → TPKR → ARD → RGT → LXD,11
PTAB,PATIA HALT,4,24.6,HWH → TPKR → ARD → BTS → PTAB,17
DLMH,DHAULIMUHAN,4,24.6,HWH → TPKR → ARD → BTS → DLMH,11
NH,NAIHATI JN,4,24.6,HWH → TPKR → DSNR → BWN → NH,8
BDYK,BINDAYAKA,4,24.6,HWH → TPKR → DSNR → BWN → BDYK,17
GRP,GANGPUR,4,24.6,HWH → TPKR → DSNR → BWN → GRP,17
JOX,JANAI ROAD,4,24.6,HWH → TPKR → DSNR → GBRA → JOX,9
VSD,VASIND,4,24.6,HWH → GTS → GUD → LS → VSD,9
SPJ,SAMASTIPUR JN,4,24.6,HWH → MGPI → SPRN → BLRI → SPJ,16
BND,BHANDUP,4,24.6,HWH → GTS → GUD → LS → BND,18
UGN,UGAON,4,24.6,HWH → GTS → GUD → LS → UGN,10
SUM,SUMMIT,4,24.6,HWH → GTS → GUD → LS → SUM,11
SKI,SAKRI JN,5,19.7,HWH → MGPI → SPRN → BLRI → SSNS → SKI,14
DDJA,DAUND GOODS YARD,5,19.7,HWH → KWKC → BLRG → HTE → DDAP → DDJA,8
MTN,MUMBAI MATUNGA,5,19.7,HWH → GTS → GUD → LS → UGN → MTN,6
YS,YERMARAS,5,19.7,HWH → GTS → GUD → LS → BND → YS,13
NKDO,NAKKANADODDI,5,19.7,HWH → GTS → GUD → LS → BND → NKDO,13
MHD,MAHEMDAVAD KHEDA RD,5,19.7,HWH → GTS → GUD → VKH → SNSL → MHD,12
URN,UTRAN,5,19.7,HWH → GTS → GUD → VKH → SNSL → URN,13
CLMD,CHULLIMADA,5,19.7,HWH → MURI → ROU → ERSC → KTKU → CLMD,8
SRRB,SHORANUR B CABIN,5,19.7,HWH → MURI → ROU → ERSC → BPZA → SRRB,4
CPDR,CHHIPADOHAR,5,19.7,HWH → MURI → BRKP → BFQ → KMND → CPDR,6
BZE,BASERIA,5,19.7,HWH → MURI → KSX → DHN → KDS → BZE,4
TET,TETULMARI,5,19.7,HWH → MURI → KSX → DHN → BHN → TET,6
GTD,GOURINATHDHAM,5,19.7,HWH → MURI → KSX → GUG → CAS → GTD,4
DNH,DEONAGAR,5,19.7,HWH → MURI → ILO → BKDR → BKSN → DNH,4
BLME,BHOLLDIH,5,19.7,HWH → MURI → ILO → BKDR → BKSN → BLME,11
JNNA,JAMUNIATANR HALT,5,19.7,HWH → MURI → ILO → BKDR → BKSN → JNNA,8
JHMR,JHIMRI,5,19.7,HWH → MURI → ILO → TRAN → SSIA → JHMR,5
DEMU,DEMU,5,19.7,HWH → MURI → BLNG → CTQ → RCGT → DEMU,5
MGME,MCCLUSKIEGANJ,5,19.7,HWH → MURI → BLNG → CTQ → TORI → MGME,5
RBGJ,ROBERTS GANJ,5,19.7,HWH → MURI → BLNG → WDM → AGY → RBGJ,8
CPU,CHOPAN,5,19.7,HWH → MURI → BLNG → WDM → AGY → CPU,6
DXN,DUDDHINAGAR,5,19.7,HWH → MURI → BLNG → WDM → MXY → DXN,8
GHD,GARWA ROAD,5,19.7,HWH → MURI → BLNG → WDM → NUQ → GHD,8
ELR,ELAVUR,5,19.7,HWH → TPKR → ARD → CNT → NYP → ELR,14
